id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
30231,Male,54,1,8,1,1-2 Year,No,45567,26,25,0
30232,Female,28,1,35,1,< 1 Year,No,2630,152,155,0
30233,Male,72,1,29,1,1-2 Year,No,23055,26,252,0
30234,Male,26,1,33,0,< 1 Year,Yes,45466,152,130,1
30235,Female,51,1,36,0,> 2 Years,Yes,2630,26,151,0
30236,Female,31,1,18,1,< 1 Year,No,31547,152,119,0
30237,Female,72,1,28,1,1-2 Year,No,27260,160,294,0
30238,Male,32,1,44,1,< 1 Year,No,34291,152,167,0
30239,Male,24,1,11,0,< 1 Year,Yes,2630,124,29,0
30240,Male,28,1,36,0,< 1 Year,Yes,2630,152,113,0
30241,Male,24,1,8,1,< 1 Year,No,38171,152,103,0
30242,Male,43,1,28,0,1-2 Year,Yes,40489,26,247,0
30243,Male,79,1,28,1,1-2 Year,No,24422,124,244,0
30244,Male,32,1,28,0,< 1 Year,Yes,36212,154,51,1
30245,Female,24,1,15,0,< 1 Year,Yes,36481,152,206,0
30246,Male,24,1,19,1,< 1 Year,No,26412,152,47,0
30247,Male,54,1,28,0,1-2 Year,Yes,54696,26,226,1
30248,Male,42,1,18,1,1-2 Year,No,22688,124,222,0
30249,Female,25,1,18,1,< 1 Year,No,32127,152,207,0
30250,Male,25,1,49,0,< 1 Year,Yes,32766,152,293,0
30251,Male,25,1,6,1,< 1 Year,No,25218,152,167,0
30252,Male,42,1,48,1,1-2 Year,No,2630,156,136,0
30253,Female,23,1,15,1,< 1 Year,No,2630,152,37,0
30254,Female,21,1,12,1,< 1 Year,No,28309,160,129,0
30255,Female,43,1,33,0,1-2 Year,Yes,2630,124,114,0
30256,Male,68,1,28,1,1-2 Year,No,30959,128,128,0
30257,Female,25,1,8,1,< 1 Year,No,55640,152,249,0
30258,Male,53,1,8,1,1-2 Year,No,29663,124,216,0
30259,Female,66,1,30,0,1-2 Year,Yes,21417,124,202,0
30260,Female,28,1,28,1,< 1 Year,No,38961,152,110,0
30261,Male,74,1,31,1,1-2 Year,No,2630,124,102,0
30262,Male,24,1,7,1,< 1 Year,No,48989,152,55,0
30263,Female,23,1,9,1,< 1 Year,No,35717,152,202,0
30264,Male,34,1,46,1,1-2 Year,No,26874,152,50,0
30265,Male,35,1,5,0,1-2 Year,Yes,26922,122,44,0
30266,Female,26,1,7,1,< 1 Year,No,44325,152,29,0
30267,Male,22,1,33,1,< 1 Year,No,28167,152,150,0
30268,Female,25,1,41,1,< 1 Year,No,35794,152,81,0
30269,Male,24,1,30,1,< 1 Year,No,25324,152,26,0
30270,Male,24,1,22,0,< 1 Year,Yes,33022,152,154,0
30271,Female,20,1,10,0,< 1 Year,Yes,2630,160,166,1
30272,Male,40,1,8,0,1-2 Year,Yes,42523,124,110,0
30273,Male,50,1,48,0,1-2 Year,Yes,2630,124,110,1
30274,Male,27,1,46,1,< 1 Year,No,29293,152,19,0
30275,Male,22,1,28,1,1-2 Year,Yes,54279,124,273,0
30276,Female,78,1,18,1,1-2 Year,No,30947,26,282,0
30277,Female,26,1,41,1,< 1 Year,No,18941,152,187,0
30278,Female,43,1,48,0,1-2 Year,Yes,2630,26,172,0
30279,Female,21,1,8,0,< 1 Year,Yes,46935,160,208,0
30280,Female,42,1,21,0,1-2 Year,Yes,29897,26,63,1
30281,Female,78,1,41,0,1-2 Year,Yes,46108,124,159,0
30282,Male,25,1,41,0,< 1 Year,Yes,37429,124,70,1
30283,Female,30,1,27,0,< 1 Year,Yes,29928,152,32,0
30284,Male,49,1,50,0,1-2 Year,Yes,41339,8,226,0
30285,Female,23,1,22,1,< 1 Year,No,26345,152,126,0
30286,Female,25,1,28,1,< 1 Year,No,24188,152,177,0
30287,Male,52,1,22,1,1-2 Year,No,28522,31,89,0
30288,Female,48,1,29,0,1-2 Year,No,45766,26,40,0
30289,Male,43,1,15,0,1-2 Year,Yes,30769,14,179,0
30290,Male,25,1,8,1,< 1 Year,No,37730,160,240,0
30291,Female,27,1,8,1,< 1 Year,No,33898,152,90,0
30292,Female,24,1,33,1,< 1 Year,No,30168,152,209,0
30293,Female,56,1,8,0,> 2 Years,Yes,34936,26,297,0
30294,Female,26,1,27,0,< 1 Year,Yes,20362,152,140,0
30295,Female,61,1,28,1,1-2 Year,No,74167,26,188,0
30296,Female,27,1,15,0,< 1 Year,Yes,2630,160,209,0
30297,Male,52,1,47,0,1-2 Year,Yes,40643,124,232,0
30298,Female,35,1,28,1,1-2 Year,No,34019,26,252,0
30299,Male,32,1,28,0,< 1 Year,Yes,71409,122,203,0
30300,Male,44,1,37,1,1-2 Year,No,36940,152,129,0
30301,Male,26,1,18,0,< 1 Year,Yes,34050,152,56,0
30302,Female,27,1,12,0,< 1 Year,Yes,30242,124,250,0
30303,Male,22,1,37,1,< 1 Year,No,52358,152,199,0
30304,Male,22,1,45,1,< 1 Year,No,33879,152,158,0
30305,Male,25,1,41,1,< 1 Year,No,19307,160,161,0
30306,Female,67,1,43,0,1-2 Year,Yes,40101,124,131,0
30307,Female,36,1,8,1,1-2 Year,No,45634,152,83,0
30308,Female,20,1,37,0,< 1 Year,Yes,44925,160,41,0
30309,Female,21,1,15,1,< 1 Year,No,36433,160,296,0
30310,Male,21,1,45,1,< 1 Year,No,20803,160,66,0
30311,Female,50,1,32,0,1-2 Year,No,34295,151,53,0
30312,Male,24,1,19,0,< 1 Year,Yes,31140,152,197,0
30313,Male,23,1,35,1,< 1 Year,No,64377,152,136,0
30314,Male,21,1,35,0,1-2 Year,Yes,28078,156,111,0
30315,Female,24,1,41,1,< 1 Year,No,31470,152,160,0
30316,Male,44,1,28,0,1-2 Year,Yes,35162,122,69,0
30317,Male,33,1,28,0,< 1 Year,Yes,37469,152,161,0
30318,Male,50,1,28,0,1-2 Year,Yes,49402,124,199,0
30319,Male,60,1,28,0,1-2 Year,Yes,66367,26,63,0
30320,Female,50,1,46,0,1-2 Year,Yes,39165,154,50,0
30321,Male,50,1,9,1,1-2 Year,No,33507,26,39,0
30322,Female,56,1,28,0,1-2 Year,Yes,59318,122,33,1
30323,Female,37,1,4,0,1-2 Year,Yes,28407,124,25,0
30324,Female,22,1,8,0,< 1 Year,No,34317,152,237,0
30325,Female,26,1,33,1,< 1 Year,No,35285,152,115,0
30326,Male,73,1,38,1,1-2 Year,No,29830,26,275,0
30327,Female,23,1,30,1,< 1 Year,No,12746,152,236,0
30328,Male,64,1,46,0,1-2 Year,Yes,22090,26,287,0
30329,Male,26,1,3,1,< 1 Year,No,31072,152,226,0
30330,Male,52,1,45,0,1-2 Year,Yes,2630,124,73,0
30331,Male,63,1,47,0,1-2 Year,Yes,48138,55,144,0
30332,Female,70,1,28,0,1-2 Year,Yes,41184,124,214,0
30333,Male,48,1,28,0,1-2 Year,No,31940,124,87,1
30334,Male,68,1,7,0,1-2 Year,Yes,2630,26,253,0
30335,Male,45,1,28,0,> 2 Years,Yes,53708,26,21,0
30336,Female,72,1,46,1,1-2 Year,No,41615,124,289,0
30337,Female,50,1,28,0,1-2 Year,Yes,53115,26,16,0
30338,Male,39,1,28,1,1-2 Year,No,35255,26,270,0
30339,Female,21,1,41,0,< 1 Year,Yes,22516,152,210,0
30340,Female,59,1,28,1,1-2 Year,No,49119,125,288,0
30341,Female,51,1,28,1,1-2 Year,No,37278,26,53,0
30342,Male,59,1,46,1,1-2 Year,No,28159,11,258,0
30343,Male,35,1,38,0,1-2 Year,Yes,32620,156,248,1
30344,Female,27,1,46,0,< 1 Year,Yes,26821,26,279,0
30345,Male,22,1,15,1,< 1 Year,No,33939,152,135,0
30346,Male,54,1,28,1,1-2 Year,No,38741,26,80,0
30347,Female,24,1,37,0,< 1 Year,Yes,2630,151,97,0
30348,Male,22,1,32,1,< 1 Year,No,22983,152,281,0
30349,Male,46,1,41,0,1-2 Year,Yes,33369,154,235,0
30350,Female,26,1,30,1,< 1 Year,No,43287,152,77,0
30351,Female,53,1,8,0,1-2 Year,Yes,40554,26,273,0
30352,Female,59,1,28,1,1-2 Year,Yes,42684,26,166,0
30353,Female,69,1,23,0,1-2 Year,Yes,38088,156,18,0
30354,Male,37,1,28,1,1-2 Year,No,35941,124,248,0
30355,Female,21,1,42,1,< 1 Year,No,27900,152,188,0
30356,Female,24,1,13,1,< 1 Year,No,24449,152,297,0
30357,Male,23,1,28,1,< 1 Year,No,57035,152,166,0
30358,Male,23,1,40,0,< 1 Year,Yes,2630,152,219,0
30359,Male,23,1,40,0,< 1 Year,Yes,38042,152,298,0
30360,Male,24,1,28,1,< 1 Year,Yes,44671,152,128,0
30361,Female,31,1,46,1,< 1 Year,No,31611,152,21,0
30362,Male,52,1,28,0,1-2 Year,Yes,38940,124,260,0
30363,Male,64,1,46,0,1-2 Year,No,2630,26,68,0
30364,Female,47,1,3,0,> 2 Years,Yes,24448,26,99,1
30365,Male,50,1,35,1,1-2 Year,No,2630,124,254,0
30366,Male,71,1,28,0,1-2 Year,Yes,42686,26,211,1
30367,Male,49,1,29,1,1-2 Year,No,40599,26,16,0
30368,Male,30,1,28,0,1-2 Year,Yes,23121,26,38,1
30369,Female,45,1,28,0,1-2 Year,Yes,57307,26,159,0
30370,Female,54,1,28,0,1-2 Year,Yes,44469,26,212,0
30371,Female,45,1,17,1,1-2 Year,No,2630,26,262,0
30372,Female,52,1,28,0,1-2 Year,Yes,35107,26,163,1
30373,Male,21,1,46,1,< 1 Year,No,21280,152,84,0
30374,Male,48,1,7,0,1-2 Year,Yes,2630,124,240,0
30375,Female,41,1,28,0,1-2 Year,Yes,2630,122,218,0
30376,Male,36,1,3,1,1-2 Year,No,29884,26,197,0
30377,Male,25,1,43,1,< 1 Year,No,27903,152,121,0
30378,Female,23,1,40,0,< 1 Year,Yes,35707,152,249,0
30379,Male,34,1,28,0,1-2 Year,Yes,44869,124,197,0
30380,Male,63,1,29,0,1-2 Year,Yes,37931,124,234,0
30381,Male,42,1,28,0,1-2 Year,Yes,32556,124,133,0
30382,Male,32,1,35,0,< 1 Year,Yes,35889,152,76,0
30383,Female,24,1,28,0,< 1 Year,No,28436,152,18,0
30384,Male,69,1,12,0,> 2 Years,Yes,2630,26,263,0
30385,Female,54,1,16,0,1-2 Year,Yes,32411,152,116,0
30386,Female,46,1,49,0,1-2 Year,Yes,2630,124,88,1
30387,Female,55,1,18,1,1-2 Year,No,31615,124,226,0
30388,Male,36,1,46,1,1-2 Year,No,2630,124,131,0
30389,Male,47,1,14,0,1-2 Year,Yes,26384,157,145,0
30390,Male,24,1,33,0,< 1 Year,Yes,2630,152,132,0
30391,Male,37,1,28,1,1-2 Year,No,32134,25,43,0
30392,Female,25,1,35,1,< 1 Year,No,33591,152,251,0
30393,Male,76,1,28,0,1-2 Year,No,119425,124,91,0
30394,Female,70,1,28,0,1-2 Year,Yes,59542,26,78,0
30395,Female,26,1,28,1,< 1 Year,No,39470,152,164,0
30396,Male,41,1,41,0,< 1 Year,No,2630,1,90,0
30397,Female,24,1,10,1,< 1 Year,No,50321,152,203,0
30398,Male,45,1,48,0,1-2 Year,Yes,2630,15,268,0
30399,Male,43,1,29,0,1-2 Year,Yes,2630,26,80,0
30400,Female,30,1,18,0,1-2 Year,Yes,2630,157,48,1
30401,Male,45,1,38,0,1-2 Year,Yes,2630,163,249,0
30402,Female,39,1,28,0,1-2 Year,Yes,32884,163,162,0
30403,Male,20,1,17,1,< 1 Year,No,44777,160,116,0
30404,Male,24,1,39,1,< 1 Year,No,36903,152,123,0
30405,Female,31,1,30,1,< 1 Year,No,35284,152,279,0
30406,Male,26,1,45,1,< 1 Year,No,2630,152,260,0
30407,Male,25,1,41,1,< 1 Year,No,30525,152,99,0
30408,Male,28,1,32,1,< 1 Year,No,26053,152,211,0
30409,Male,21,1,36,1,< 1 Year,No,25621,152,196,0
30410,Male,55,1,46,0,1-2 Year,Yes,2630,11,155,0
30411,Male,42,1,30,1,1-2 Year,No,23559,152,247,0
30412,Male,58,1,48,0,> 2 Years,Yes,2630,15,215,0
30413,Male,26,1,28,1,< 1 Year,No,37132,152,202,0
30414,Female,28,1,28,1,< 1 Year,No,68597,152,37,0
30415,Male,27,1,43,1,< 1 Year,No,2630,160,39,0
30416,Male,29,1,8,1,< 1 Year,No,45896,152,36,0
30417,Male,39,1,28,0,1-2 Year,Yes,2630,124,108,0
30418,Male,53,1,8,1,1-2 Year,No,52416,124,75,0
30419,Male,46,1,33,0,1-2 Year,Yes,28447,124,100,0
30420,Female,23,1,15,0,< 1 Year,Yes,32209,160,230,0
30421,Female,33,1,28,0,< 1 Year,Yes,37538,124,241,1
30422,Female,22,1,33,1,< 1 Year,No,25825,152,90,0
30423,Female,27,1,14,1,< 1 Year,No,35686,152,145,0
30424,Male,49,1,28,0,> 2 Years,Yes,47693,26,56,1
30425,Female,60,1,28,0,1-2 Year,Yes,29889,124,139,0
30426,Female,29,1,8,1,< 1 Year,No,37154,160,119,0
30427,Female,24,1,43,0,1-2 Year,Yes,34197,26,226,0
30428,Female,22,1,26,1,< 1 Year,No,38922,152,45,0
30429,Male,48,1,28,0,1-2 Year,Yes,49366,26,43,1
30430,Male,43,1,28,0,1-2 Year,Yes,29057,124,282,1
30431,Female,66,1,24,1,1-2 Year,No,32410,124,43,0
30432,Female,37,1,41,1,1-2 Year,No,39507,26,41,0
30433,Female,25,1,10,1,< 1 Year,No,30680,152,213,0
30434,Male,60,1,28,0,> 2 Years,Yes,50572,26,198,1
30435,Female,27,1,41,1,< 1 Year,No,34256,152,25,0
30436,Female,42,1,29,0,1-2 Year,Yes,24733,124,200,0
30437,Female,20,1,47,1,< 1 Year,No,43858,160,221,0
30438,Male,26,1,27,1,< 1 Year,No,2630,160,134,0
30439,Male,28,1,21,1,< 1 Year,No,22492,152,254,0
30440,Male,34,1,30,0,1-2 Year,Yes,13436,154,270,1
30441,Male,25,1,28,1,< 1 Year,No,39191,152,297,0
30442,Female,57,1,41,0,< 1 Year,No,2630,1,10,0
30443,Female,26,1,30,0,< 1 Year,Yes,30964,124,150,1
30444,Male,39,1,28,0,1-2 Year,Yes,37471,122,146,0
30445,Female,31,1,11,1,1-2 Year,No,32117,26,296,0
30446,Female,24,1,6,1,< 1 Year,No,50366,152,280,0
30447,Female,23,1,41,1,< 1 Year,No,40041,152,51,0
30448,Female,36,1,8,0,1-2 Year,Yes,29504,124,255,0
30449,Female,27,1,15,1,< 1 Year,No,47424,152,158,0
30450,Male,62,1,12,1,1-2 Year,Yes,37217,124,207,0
30451,Male,26,1,33,0,< 1 Year,Yes,2630,152,164,0
30452,Male,24,1,41,1,< 1 Year,No,28318,152,77,0
30453,Male,38,1,29,0,1-2 Year,Yes,25091,124,147,0
30454,Female,49,1,28,1,1-2 Year,No,2630,122,138,0
30455,Male,24,1,33,1,< 1 Year,No,32409,152,37,0
30456,Male,75,1,28,0,1-2 Year,Yes,27100,26,187,0
30457,Female,23,1,46,1,< 1 Year,No,29191,152,46,0
30458,Male,27,1,10,1,< 1 Year,No,28116,152,122,0
30459,Female,24,1,15,0,< 1 Year,Yes,2630,151,276,0
30460,Male,37,1,25,0,1-2 Year,Yes,2630,26,90,0
30461,Male,28,1,10,1,< 1 Year,No,28705,152,286,0
30462,Female,23,1,33,0,< 1 Year,Yes,24266,26,193,0
30463,Male,23,1,36,1,< 1 Year,No,34955,152,71,0
30464,Male,50,1,15,0,1-2 Year,Yes,39205,26,221,0
30465,Female,27,1,47,0,< 1 Year,Yes,20559,152,51,0
30466,Female,23,1,50,0,< 1 Year,Yes,41825,152,137,0
30467,Male,61,1,8,0,1-2 Year,Yes,2630,26,270,0
30468,Male,46,1,48,1,1-2 Year,No,2630,26,245,0
30469,Male,56,1,41,1,1-2 Year,No,2630,26,206,0
30470,Male,26,1,35,1,< 1 Year,No,27697,152,82,0
30471,Male,22,1,33,0,< 1 Year,Yes,2630,160,288,0
30472,Female,24,1,41,1,< 1 Year,No,25208,152,190,0
30473,Male,33,1,28,1,1-2 Year,No,38153,124,107,0
30474,Male,22,1,8,0,< 1 Year,No,47869,152,223,0
30475,Male,26,1,30,1,< 1 Year,No,29002,152,246,0
30476,Male,42,1,8,0,1-2 Year,No,40781,120,164,0
30477,Male,24,1,18,1,< 1 Year,No,42856,152,219,0
30478,Male,41,1,35,0,1-2 Year,Yes,24013,124,40,0
30479,Male,24,1,28,0,1-2 Year,Yes,2630,156,51,0
30480,Male,48,1,8,0,> 2 Years,Yes,38002,26,51,1
30481,Male,45,1,28,0,1-2 Year,Yes,23808,124,258,0
30482,Female,25,1,11,1,< 1 Year,No,35679,152,136,0
30483,Male,22,1,28,1,< 1 Year,No,37342,152,265,0
30484,Female,42,1,28,0,1-2 Year,Yes,60791,26,26,0
30485,Female,27,1,28,1,< 1 Year,No,45683,152,74,0
30486,Female,48,1,8,0,1-2 Year,Yes,2630,124,225,0
30487,Male,22,1,36,0,< 1 Year,Yes,33932,152,41,0
30488,Male,52,1,28,0,1-2 Year,Yes,32973,124,58,0
30489,Female,27,1,28,1,< 1 Year,No,45204,152,79,0
30490,Male,41,1,51,0,1-2 Year,Yes,2630,26,226,0
30491,Male,63,1,28,0,1-2 Year,Yes,34541,26,18,0
30492,Male,38,1,41,1,1-2 Year,No,29228,160,247,0
30493,Male,44,1,24,0,1-2 Year,Yes,32713,124,128,1
30494,Female,23,1,25,0,< 1 Year,No,23616,152,75,0
30495,Male,45,1,8,1,1-2 Year,No,37914,26,31,0
30496,Male,45,1,28,0,1-2 Year,Yes,40426,122,241,0
30497,Male,20,1,13,0,< 1 Year,No,18117,160,11,0
30498,Male,23,1,46,1,< 1 Year,No,22564,152,54,0
30499,Male,22,1,15,1,< 1 Year,No,38784,152,58,0
30500,Female,24,1,14,1,< 1 Year,No,20116,152,281,0
30501,Male,58,1,28,0,> 2 Years,Yes,47425,124,275,0
30502,Male,26,1,33,1,< 1 Year,No,2630,160,111,0
30503,Female,25,1,28,1,< 1 Year,No,41557,152,220,0
30504,Female,49,1,46,0,1-2 Year,Yes,33256,124,186,1
30505,Male,28,1,41,1,< 1 Year,No,27990,152,226,0
30506,Male,65,1,47,0,1-2 Year,Yes,27712,124,187,0
30507,Male,53,1,28,1,1-2 Year,No,37750,152,30,0
30508,Male,31,1,29,0,< 1 Year,Yes,49409,152,25,0
30509,Female,25,1,2,1,< 1 Year,No,29939,152,297,0
30510,Male,23,1,6,1,< 1 Year,No,22816,152,218,0
30511,Male,53,1,41,0,1-2 Year,Yes,2630,124,149,0
30512,Male,25,1,10,1,< 1 Year,No,36191,152,73,0
30513,Female,28,1,15,0,< 1 Year,No,50499,152,123,0
30514,Female,24,1,8,1,< 1 Year,No,30834,152,22,0
30515,Male,47,1,8,1,1-2 Year,No,34920,124,107,0
30516,Male,25,1,3,1,< 1 Year,No,21082,152,188,0
30517,Male,39,1,28,0,1-2 Year,Yes,44180,124,157,0
30518,Female,35,1,3,0,1-2 Year,Yes,2630,26,28,1
30519,Female,23,1,32,1,< 1 Year,No,18981,152,103,0
30520,Male,45,1,36,0,1-2 Year,No,40051,124,156,0
30521,Male,50,1,28,0,1-2 Year,Yes,29555,122,85,0
30522,Female,37,1,28,1,1-2 Year,No,44310,124,101,0
30523,Female,50,1,48,1,1-2 Year,No,2630,15,62,0
30524,Male,25,1,46,1,< 1 Year,No,2630,160,80,0
30525,Male,67,1,19,0,1-2 Year,Yes,38911,26,73,0
30526,Male,22,1,52,0,1-2 Year,Yes,2630,156,118,0
30527,Male,22,1,40,0,< 1 Year,Yes,20590,160,113,0
30528,Male,28,1,41,0,< 1 Year,No,30822,152,97,0
30529,Female,68,1,46,1,1-2 Year,No,37563,26,216,0
30530,Male,45,1,28,0,1-2 Year,Yes,52693,26,135,0
30531,Male,66,1,28,0,1-2 Year,Yes,38137,26,247,0
30532,Male,55,1,28,0,1-2 Year,Yes,37367,24,56,0
30533,Male,58,1,34,0,1-2 Year,Yes,34691,124,56,0
30534,Male,43,1,30,0,1-2 Year,Yes,26343,124,235,1
30535,Male,67,1,8,0,> 2 Years,Yes,45622,124,178,0
30536,Female,45,1,28,0,> 2 Years,Yes,28147,26,147,1
30537,Male,21,1,11,1,< 1 Year,No,2630,152,277,0
30538,Male,21,1,44,0,< 1 Year,Yes,2630,160,51,0
30539,Male,22,1,13,0,< 1 Year,Yes,25569,152,237,0
30540,Female,26,1,29,1,< 1 Year,No,21338,152,178,0
30541,Female,30,1,7,0,< 1 Year,Yes,31644,124,276,0
30542,Male,45,1,28,0,1-2 Year,Yes,34562,122,112,1
30543,Female,27,1,47,1,< 1 Year,No,27218,152,147,0
30544,Male,49,1,28,0,1-2 Year,No,77288,124,227,0
30545,Male,46,1,11,1,1-2 Year,No,42085,124,296,0
30546,Male,57,1,3,0,1-2 Year,Yes,2630,26,146,1
30547,Female,47,1,28,1,1-2 Year,No,30012,26,280,0
30548,Male,47,1,8,0,1-2 Year,Yes,27848,4,151,1
30549,Female,53,1,28,0,> 2 Years,Yes,56277,26,159,0
30550,Female,21,1,22,0,< 1 Year,Yes,32165,160,278,0
30551,Male,22,1,9,0,< 1 Year,Yes,30379,152,57,0
30552,Female,27,1,41,1,< 1 Year,No,20822,152,31,0
30553,Female,52,1,28,1,1-2 Year,No,46712,122,30,0
30554,Female,23,1,29,1,< 1 Year,No,30977,152,34,0
30555,Female,31,1,28,0,< 1 Year,Yes,27398,152,60,0
30556,Male,52,1,48,1,1-2 Year,No,2630,15,67,0
30557,Male,34,1,7,0,1-2 Year,Yes,2630,155,20,0
30558,Male,56,1,28,0,1-2 Year,Yes,39460,122,259,1
30559,Male,22,1,14,0,< 1 Year,Yes,28894,152,296,0
30560,Male,24,1,30,0,< 1 Year,Yes,51648,151,58,0
30561,Female,35,1,15,1,1-2 Year,No,2630,160,88,0
30562,Female,41,1,28,0,1-2 Year,Yes,51682,124,183,0
30563,Female,25,1,15,0,< 1 Year,Yes,27359,152,69,0
30564,Male,27,1,32,0,< 1 Year,Yes,2630,152,135,0
30565,Female,26,1,36,0,< 1 Year,No,48672,152,117,0
30566,Male,24,1,3,1,< 1 Year,No,17593,152,36,0
30567,Male,47,1,23,1,1-2 Year,No,28342,124,15,0
30568,Male,39,1,8,1,1-2 Year,No,30582,7,44,0
30569,Female,26,1,45,0,< 1 Year,Yes,27916,152,16,0
30570,Female,24,1,50,1,< 1 Year,No,67850,152,298,0
30571,Male,49,1,4,0,1-2 Year,Yes,32379,124,141,0
30572,Female,23,1,3,1,< 1 Year,Yes,32252,151,222,0
30573,Male,39,1,28,0,1-2 Year,Yes,39807,26,130,1
30574,Male,37,1,15,1,1-2 Year,No,29767,152,66,0
30575,Female,25,1,8,1,< 1 Year,No,31550,152,15,0
30576,Male,37,1,32,0,1-2 Year,Yes,2630,156,178,0
30577,Female,22,1,15,0,< 1 Year,Yes,36423,152,182,0
30578,Male,36,1,28,0,1-2 Year,Yes,45056,122,267,1
30579,Female,31,1,39,0,< 1 Year,Yes,29959,152,114,0
30580,Female,55,1,4,0,1-2 Year,Yes,29109,124,233,0
30581,Male,27,1,46,1,1-2 Year,Yes,30996,154,11,0
30582,Male,37,1,11,0,1-2 Year,Yes,32516,124,197,1
30583,Female,27,1,8,1,< 1 Year,No,47345,152,197,0
30584,Male,24,1,47,1,< 1 Year,No,37129,152,160,0
30585,Male,35,1,41,1,1-2 Year,No,22570,152,263,0
30586,Male,27,1,7,0,< 1 Year,Yes,2630,152,35,0
30587,Male,21,1,21,0,< 1 Year,Yes,2630,160,57,0
30588,Male,50,1,28,0,1-2 Year,Yes,34587,156,235,0
30589,Male,24,1,28,0,< 1 Year,Yes,32649,152,269,0
30590,Male,28,1,14,1,1-2 Year,Yes,2630,157,217,0
30591,Female,26,1,8,1,< 1 Year,No,30760,152,243,0
30592,Female,24,1,41,1,< 1 Year,No,33072,152,237,0
30593,Female,41,1,8,0,1-2 Year,Yes,42742,124,210,0
30594,Female,40,1,19,0,1-2 Year,Yes,2630,156,180,0
30595,Female,52,1,41,1,1-2 Year,No,2630,152,224,0
30596,Male,24,1,28,0,< 1 Year,Yes,36578,152,144,0
30597,Male,44,1,41,0,1-2 Year,Yes,2630,156,24,0
30598,Female,22,1,8,1,< 1 Year,No,65358,152,94,0
30599,Male,61,1,28,0,1-2 Year,Yes,2630,26,211,1
30600,Male,50,1,11,0,< 1 Year,No,2630,1,172,0
30601,Female,24,1,8,0,< 1 Year,Yes,39814,152,65,0
30602,Female,22,1,28,0,< 1 Year,Yes,44768,152,298,0
30603,Male,30,1,50,1,< 1 Year,No,2630,152,50,0
30604,Male,24,1,30,1,< 1 Year,No,26187,152,130,0
30605,Female,67,1,28,0,1-2 Year,Yes,22784,26,245,0
30606,Female,20,1,47,0,< 1 Year,Yes,34267,160,229,0
30607,Female,23,1,30,1,< 1 Year,No,34152,152,188,0
30608,Female,68,1,28,0,> 2 Years,Yes,75258,24,294,0
30609,Female,47,1,28,1,1-2 Year,No,53910,26,109,0
30610,Male,48,1,28,0,1-2 Year,Yes,33794,124,285,1
30611,Male,34,1,30,0,1-2 Year,Yes,33027,124,50,1
30612,Male,28,1,10,1,< 1 Year,No,26135,152,273,0
30613,Female,45,1,8,1,1-2 Year,Yes,37324,157,297,1
30614,Male,27,1,41,1,< 1 Year,No,37131,152,116,0
30615,Female,33,1,41,1,< 1 Year,No,24113,152,98,0
30616,Male,46,1,48,1,1-2 Year,No,2630,15,185,0
30617,Female,21,1,36,1,< 1 Year,No,27604,160,57,0
30618,Male,54,1,31,0,1-2 Year,Yes,2630,26,250,0
30619,Male,48,1,28,1,1-2 Year,No,31571,124,256,0
30620,Male,31,1,28,1,< 1 Year,No,37147,152,70,0
30621,Male,50,1,13,0,1-2 Year,No,2630,124,22,0
30622,Female,25,1,41,0,< 1 Year,Yes,28432,152,250,1
30623,Male,42,1,48,0,1-2 Year,Yes,2630,124,107,0
30624,Female,23,1,41,0,< 1 Year,Yes,28877,155,42,0
30625,Male,44,1,50,0,1-2 Year,Yes,32015,26,176,0
30626,Male,21,1,8,1,< 1 Year,No,39791,160,235,0
30627,Male,62,1,9,0,1-2 Year,Yes,29181,124,125,0
30628,Male,38,1,8,0,> 2 Years,Yes,27830,26,202,1
30629,Female,31,1,47,0,1-2 Year,Yes,40940,124,66,0
30630,Female,69,1,28,0,> 2 Years,Yes,66081,122,111,0
30631,Male,38,1,39,1,1-2 Year,No,2630,124,111,0
30632,Male,53,1,28,0,1-2 Year,Yes,35326,26,242,0
30633,Female,24,1,6,1,< 1 Year,No,52713,152,44,0
30634,Male,40,1,31,1,1-2 Year,No,2630,156,151,0
30635,Female,22,1,28,0,< 1 Year,No,2630,160,34,0
30636,Female,21,1,2,1,< 1 Year,No,28656,152,120,0
30637,Female,51,1,12,1,1-2 Year,No,31531,26,66,0
30638,Female,49,1,46,1,1-2 Year,No,36402,11,243,0
30639,Female,39,1,4,0,1-2 Year,Yes,2630,156,273,0
30640,Male,73,1,28,0,1-2 Year,Yes,46876,122,226,0
30641,Female,27,1,46,1,< 1 Year,No,36317,152,124,0
30642,Female,26,1,18,1,< 1 Year,No,23347,152,164,0
30643,Female,39,1,28,0,1-2 Year,Yes,39391,26,169,0
30644,Female,30,1,50,1,< 1 Year,No,39059,152,185,0
30645,Male,55,1,48,0,1-2 Year,Yes,2630,124,111,0
30646,Female,25,1,2,1,< 1 Year,No,31036,152,250,0
30647,Male,46,1,11,0,1-2 Year,Yes,2630,26,227,0
30648,Male,25,1,47,0,< 1 Year,No,34018,152,57,0
30649,Male,24,1,15,1,< 1 Year,No,35670,152,294,0
30650,Male,29,1,13,1,< 1 Year,No,26780,26,160,0
30651,Female,39,1,28,0,1-2 Year,Yes,37761,122,49,0
30652,Male,43,1,35,0,1-2 Year,Yes,2630,89,243,1
